0011/Angry/0011_000351.wav,0.50264
0011/Angry/0011_000352.wav,0.40648
0011/Angry/0011_000353.wav,0.47524
0011/Angry/0011_000354.wav,0.47748
0011/Angry/0011_000355.wav,0.49172
0011/Angry/0011_000356.wav,0.40908
0011/Angry/0011_000357.wav,0.47346
0011/Angry/0011_000358.wav,0.54017
0011/Angry/0011_000359.wav,0.58684
0011/Angry/0011_000360.wav,0.43584
0011/Angry/0011_000361.wav,0.4711
0011/Angry/0011_000362.wav,0.54042
0011/Angry/0011_000363.wav,0.48059
0011/Angry/0011_000364.wav,0.56707
0011/Angry/0011_000365.wav,0.56136
0011/Angry/0011_000366.wav,0.63684
0011/Angry/0011_000367.wav,0.74999
0011/Angry/0011_000368.wav,0.65905
0011/Angry/0011_000369.wav,0.61797
0011/Angry/0011_000370.wav,0.54355
0011/Angry/0011_000371.wav,0.45042
0011/Angry/0011_000372.wav,0.56755
0011/Angry/0011_000373.wav,0.53646
0011/Angry/0011_000374.wav,0.50478
0011/Angry/0011_000375.wav,0.51356
0011/Angry/0011_000376.wav,0.56356
0011/Angry/0011_000377.wav,0.41516
0011/Angry/0011_000378.wav,0.47737
0011/Angry/0011_000379.wav,0.47193
0011/Angry/0011_000380.wav,0.47468
0011/Angry/0011_000381.wav,0.47813
0011/Angry/0011_000382.wav,0.43295
0011/Angry/0011_000383.wav,0.41368
0011/Angry/0011_000384.wav,0.47553
0011/Angry/0011_000385.wav,0.31234
0011/Angry/0011_000386.wav,0.48003
0011/Angry/0011_000387.wav,0.47011
0011/Angry/0011_000388.wav,0.50348
0011/Angry/0011_000389.wav,0.42693
0011/Angry/0011_000390.wav,0.4722
0011/Angry/0011_000391.wav,0.48091
0011/Angry/0011_000392.wav,0.43962
0011/Angry/0011_000393.wav,0.4739
0011/Angry/0011_000394.wav,0.4725
0011/Angry/0011_000395.wav,0.47312
0011/Angry/0011_000396.wav,0.36417
0011/Angry/0011_000397.wav,0.51487
0011/Angry/0011_000398.wav,0.47713
0011/Angry/0011_000399.wav,0.47938
0011/Angry/0011_000400.wav,0.4176
0011/Angry/0011_000401.wav,0.47345
0011/Angry/0011_000402.wav,0.46584
0011/Angry/0011_000403.wav,0.50704
0011/Angry/0011_000404.wav,0.55659
0011/Angry/0011_000405.wav,0.47815
0011/Angry/0011_000406.wav,0.4727
0011/Angry/0011_000407.wav,0.47402
0011/Angry/0011_000408.wav,0.49037
